title,description,NER
One killed in Habiganj road accident,"A person was killed when a passenger bus from the opposite direction hit and ran over his bicycle near Dhuliakhal area on Sunday afternoon, BSS reports. The victim was identified as- Saiful Islam, 25, resident of Sayedpur village of sadar upazila. He worked as a night-guard of the Chief Judicial Magistrate Court here. Habiganj Sadar Model Thana Inspector (investigation) Dous Mohammad told BSS that, the accident occurred on Habiganj-Shayestaganj bypass road when a passenger bus coming from the opposite side of the road ran over the victim’s bicycle, leaving him in a critical condition. Locals rushed the spot, rescued him and took him to Habiganj 250 bed Modern Zilla Sadar Hospital where the physician declared him dead. The body of the deceased has been to the Habiganj 250 bed Modern Zilla Sadar Hospital morgue for autopsy, said the official. Police seized the bus. Even though the driver managed to flee the spot, police is looking for him, added he.","[('Dhuliakhal', 'LOC'), ('Sunday', 'DATE'), ('afternoon', 'TIME'), ('BSS', 'ORG'), ('Saiful Islam', 'PERSON'), ('25', 'DATE'), ('Sayedpur', 'GPE'), ('night', 'TIME'), ('the Chief Judicial Magistrate Court', 'ORG'), ('Habiganj', 'GPE'), ('Dous Mohammad', 'PERSON'), ('BSS', 'ORG'), ('Habiganj', 'GPE'), ('Habiganj', 'GPE'), ('250', 'CARDINAL'), ('Modern Zilla Sadar Hospital', 'ORG'), ('Habiganj', 'GPE'), ('250', 'CARDINAL'), ('Modern Zilla Sadar Hospital', 'ORG')]"
Road accident kills one,"A man was killed in a road accident in Chakbohoram area on the Chapainawabganj-Sonamasjid highway in the district on Tuesday night, BSS reports. The deceased was identified as Md Babu, 25, son of late Yasin Ali of Krisnachanfrapur Chakkirti village under Shibganj upazila in the district. Officer-in-charge (OC) of Chapainawabganj Sadar Model Thana Md Mozaffar Hossain said, the accident occurred when a Chapainawabganj-bound truck collided head on with a battery-run autorickshaw coming from the opposite direction around 10.45 pm, leaving the driver of the autorickshaw on the spot. Police detained the truck but its driver managed to flee away.","[('Chakbohoram', 'GPE'), ('Chapainawabganj', 'GPE'), ('Tuesday', 'DATE'), ('night', 'TIME'), ('BSS', 'ORG'), ('Md Babu', 'PERSON'), ('25', 'DATE'), ('Yasin Ali', 'PERSON'), ('Krisnachanfrapur Chakkirti village', 'GPE'), ('Shibganj', 'GPE'), ('Chapainawabganj', 'GPE'), ('Thana Md Mozaffar Hossain', 'PERSON'), ('Chapainawabganj', 'GPE'), ('around 10.45 pm', 'TIME')]"
Four of a family killed in Tangail road accident," Four members of a family were killed and two more injured as a passenger bus crashed into a CNG-run auto-rickshaw at Rabna bypass area of Tangail district town Friday noon, reports UNB.  The deceased are Md Alamin, 54, headteacher of Bhadra Shimul Dakshinpara Government Primary School in Gabshara union, his wife Sheuli Khatun, 42, his father Md Sohrab Ali, 75, and mother Saleha Begum, 70.   Motiur Rahman, a sub-inspector of Elenga highway police outpost, said the accident took place around 12:00pm when Md Alamin along with his four family members was heading towards the district town from Bhuapur upazila. When they reached Rabna bypass area, a passenger bus rammed into their auto-rickshaw, leaving them injured.  Later, locals took them to Tangail General Hospital where Sheuli succumbed to her injuries, Motiur said, adding that the other three died while being taken to Dhaka for better treatment, he added. One family member and the driver survived the crash. ","[('Four', 'CARDINAL'), ('two', 'CARDINAL'), ('Rabna', 'GPE'), ('Tangail', 'GPE'), ('Friday', 'DATE'), ('noon', 'TIME'), ('UNB', 'ORG'), ('Md Alamin', 'PERSON'), ('54', 'DATE'), ('Bhadra Shimul Dakshinpara Government Primary School', 'ORG'), ('Gabshara', 'GPE'), ('Sheuli Khatun', 'PERSON'), ('42', 'DATE'), ('Md Sohrab Ali', 'PERSON'), ('75', 'DATE'), ('Saleha Begum', 'PERSON'), ('70', 'DATE'), ('Motiur Rahman', 'PERSON'), ('Elenga', 'GPE'), ('12:00pm when Md Alamin along with', 'TIME'), ('four', 'CARDINAL'), ('Bhuapur', 'GPE'), ('Rabna', 'GPE'), ('Tangail General Hospital', 'ORG'), ('Sheuli', 'PERSON'), ('Motiur', 'PERSON'), ('three', 'CARDINAL'), ('Dhaka', 'GPE'), ('One', 'CARDINAL')]"
Sylhet road accident toll rises to 6,"The death toll from road accident in Bhangha area on Dhaka-Sylhet Highway in Usmaninagar upazila of Sylhet on Thursday evening has risen to six as four severally injured persons were declared dead on arrival at Sylhet Osmani Medical College and Hospital. Local police said the accident claimed six people including five members of a family and injured two others, reports news agency UNB. The deceased were identified as Junayed Ahmed, 28, an CNG-run auto-rickshaw driver and Jahangir, 30, Hamida Begum, 36 of Brahmangram in Osmaninagar upazila and her daughters Arifa 12, Karima Begum, 8 and Khadiza, 2. Locals and police said the accident occurred in the area when a Sylhet-bound bus hit the CNG-run auto rickshaw around 7.40pm yesterday, leaving Junayed and Hamida dead on the spot and wounding six others. Later, the seriously injured people were rushed to the Osmani Medical College Hospital, Sylhet where on physicians declared Jahangir, Arifa, Karima and Khadiza dead, officer-in-charge (OC) of Osmaninagar police station Shyamal Bonik said. The bodies will be handed over to their family members after autopsies, he added.","[('Bhangha', 'GPE'), ('Dhaka-Sylhet Highway', 'FAC'), ('Usmaninagar', 'GPE'), ('Sylhet', 'GPE'), ('Thursday', 'DATE'), ('six', 'CARDINAL'), ('four', 'CARDINAL'), ('Sylhet Osmani Medical College and Hospital', 'ORG'), ('six', 'CARDINAL'), ('five', 'CARDINAL'), ('two', 'CARDINAL'), ('UNB', 'ORG'), ('Junayed Ahmed', 'PERSON'), ('28', 'DATE'), ('CNG', 'ORG'), ('Jahangir', 'PERSON'), ('30', 'DATE'), ('Hamida Begum', 'PERSON'), ('36', 'DATE'), ('Brahmangram', 'GPE'), ('Osmaninagar', 'GPE'), ('Arifa', 'PERSON'), ('12', 'DATE'), ('Karima Begum', 'PERSON'), ('8', 'DATE'), ('Khadiza', 'PERSON'), ('2', 'DATE'), ('Sylhet', 'GPE'), ('CNG', 'ORG'), ('around 7.40pm yesterday', 'TIME'), ('Junayed', 'PERSON'), ('Hamida', 'PERSON'), ('six', 'CARDINAL'), ('the Osmani Medical College Hospital', 'ORG'), ('Sylhet', 'GPE'), ('Jahangir', 'PERSON'), ('Arifa', 'PERSON'), ('Karima', 'PERSON'), ('Khadiza', 'PERSON'), ('Osmaninagar', 'GPE'), ('Shyamal Bonik', 'PERSON')]"
Road accidents kill 242 during Eid holidays'," At least 242 people have lost their lives in 201 road accidents during Eid rushes while 331 others were injured, reports UNB.  Jatri Kalyan Samity came up with the figure in the Road Accident Report-2020, published at a press conference at Dhaka Reporters Unity Sunday noon.  Md Mojammel Haque Chowdhury, general secretary of the samity, said accidents didn't decrease on roads though Eid rushes were on a limited scale from 26 July to 7 August.  Including the casualties on rail and waterways, the death toll stood at 317 while the number of injured is 370 from 238 accidents.  The samity observed that movement of private and light vehicles saw a remarkable increase as public transports were allowed to run on a limited scale amid the coronavirus pandemic, which finally led to an increase in accidents and deaths in private transports.  The water-routes witnessed 74 deaths, 39 injuries, and 17 missing cases during the period while the rail routes recorded a single death in four accidents.  Accidents related to motorcycles consist of 43.78 per cent of the total accidents while 52.23 per cent of the accidents involved heavy vehicles.  ""If these two kinds of accidents are avoided, 96.01 per cent of the total accidents can be controlled,"" the report added.  The report was prepared by the members of the Road Accident Monitoring Cell of the watchdog with the help of media reports.  To improve the situation, Mojammel suggested increasing the number of buses on the highways.  ""It's important to train the drivers of private vehicles, ensure transparency and accountability of the traffic division including the regulatory body BRTA, control small vehicles and increase public transport,"" he said addressing the issues.  BUET assistant professor Kazi Saifun Newaz, Editors Forum president Mizanur Rahman Chowdhury, among others, were present at the occasion. ","[('At least 242', 'CARDINAL'), ('201', 'CARDINAL'), ('Eid', 'DATE'), ('331', 'CARDINAL'), ('UNB', 'ORG'), ('the Road Accident Report-2020,', 'WORK_OF_ART'), ('Dhaka Reporters Unity', 'ORG'), ('Sunday noon', 'TIME'), ('Md Mojammel Haque Chowdhury', 'PERSON'), ('Eid', 'DATE'), ('from 26 July to 7 August', 'DATE'), ('317', 'CARDINAL'), ('370', 'CARDINAL'), ('238', 'CARDINAL'), ('74', 'CARDINAL'), ('39', 'CARDINAL'), ('17', 'CARDINAL'), ('four', 'CARDINAL'), ('43.78 per', 'PERCENT'), ('52.23 per', 'PERCENT'), ('two', 'CARDINAL'), ('96.01 per', 'PERCENT'), ('the Road Accident Monitoring Cell', 'ORG'), ('Mojammel', 'PERSON'), ('BRTA', 'ORG'), ('BUET', 'ORG'), ('Kazi Saifun Newaz', 'PERSON'), ('Editors Forum', 'ORG'), ('Mizanur Rahman Chowdhury', 'PERSON')]"
Mountaineer Reshma killed in road accident,"Mountaineer Reshma Nahar Ratna had a dream to climb Mount Everest, but her life was cut short on Friday morning when a microbus hit the bicycle she was riding on Lake Road near Chandrima Udyan in the city. Reshma, 34, from Narail, was a teacher at Ayub Ali Government Primary School in Dhaka. Officer in charge of Sher-e-Bangla Nagar police station Mohammad Abul Kalam Azad said the accident took place at around 8:50am in front of the Chandrima Udyan bridge. Passers-by took her to Suhrawardy Medical College Hospital where the physicians on duty pronounced her dead, the OC said. Azad said they are collecting video footage and will identify the microbus. Reshma’s brother-in-law Moniruzzaman said they will file a case after the autopsy is done. Reshma’s friend Sakhawat Hossain said she was a regular member of the Bishwa Sahitya Kendra’s study circle. She was preparing to climb Mount Everest, said Sakhawat. Reshma, who trained at India’s Nehru Institute of Mountaineering, scaled the Stok Kangri mountain of Ladakh last year. She also tried to scale Mount Kilimanjaro and Mount Kenya in Africa.","[('Reshma Nahar Ratna', 'PERSON'), ('Mount Everest', 'LOC'), ('Friday', 'DATE'), ('Lake Road', 'FAC'), ('Chandrima Udyan', 'FAC'), ('Reshma', 'PERSON'), ('34', 'DATE'), ('Narail', 'GPE'), ('Ayub Ali Government Primary School', 'ORG'), ('Dhaka', 'GPE'), ('Sher-e-Bangla Nagar', 'GPE'), ('Mohammad Abul Kalam Azad', 'PERSON'), ('around 8:50am in front of', 'TIME'), ('Chandrima Udyan', 'FAC'), ('Suhrawardy Medical College Hospital', 'ORG'), ('Azad', 'PERSON'), ('Reshma', 'PERSON'), ('Moniruzzaman', 'PERSON'), ('Reshma', 'PERSON'), ('Sakhawat Hossain', 'PERSON'), ('the Bishwa Sahitya Kendra’s', 'ORG'), ('Mount Everest', 'LOC'), ('Sakhawat', 'PERSON'), ('Reshma', 'PERSON'), ('India', 'GPE'), ('Nehru Institute of Mountaineering', 'ORG'), ('Stok Kangri', 'LOC'), ('Ladakh', 'GPE'), ('last year', 'DATE'), ('Mount Kilimanjaro', 'LOC'), ('Mount Kenya', 'LOC'), ('Africa', 'LOC')]"
2 killed in road accident in Bhurungamari,"Two people were killed in a road accident at Andharijhar Bazar on the Bhurungamari-Kurigram road in Bhurungamari upazila of Kurigram district on Thursday noon, BSS reports. The victims were Shahjahan Ali, 40, of village Ratanpur in Nageshwari upazila and Nazma Khatun, 22, of Bolditari area in Nageshwari municipality of Kurigram, Officer-in-Charge (OC) of Bhurungamari police station Atiar Rahman said. Shahjahan Ali was going to Bhurungamari upazila town on the motorcycle with his sister-in-law Nazma Khatun from village Ratanpur in Nageshwari upazila when the speedy truck crashed the motorcycle, leaving both of them dead on the spot. Police seized the truck but its driver managed to escape the scene. A case has been lodged with Bhurungamari police station.","[('Two', 'CARDINAL'), ('Andharijhar Bazar', 'GPE'), ('Bhurungamari-Kurigram', 'FAC'), ('Bhurungamari', 'GPE'), ('Kurigram', 'GPE'), ('Thursday', 'DATE'), ('noon', 'TIME'), ('BSS', 'ORG'), ('Shahjahan Ali', 'PERSON'), ('40', 'DATE'), ('Ratanpur', 'GPE'), ('Nageshwari', 'GPE'), ('Nazma Khatun', 'PERSON'), ('22', 'DATE'), ('Bolditari', 'GPE'), ('Nageshwari', 'GPE'), ('Kurigram', 'GPE'), ('Bhurungamari', 'GPE'), ('Atiar Rahman', 'PERSON'), ('Shahjahan Ali', 'PERSON'), ('Bhurungamari', 'GPE'), ('Nazma Khatun', 'PERSON'), ('Ratanpur', 'GPE'), ('Nageshwari', 'GPE'), ('Bhurungamari', 'GPE')]"
Physician killed in Lalmonirhat road accident,"A physician was killed in a road accident at Burirbazar point on the Burimari-Lalmonirhat highway in Aditmari upazila of Lalmonirhat district on Thursday afternoon, police and health officials said, reports BSS. “The accident occurred when an auto bike and motorcycle of the physician collided head-on there at 3:30 pm, wounding him critically,” Officer-in-Charge (OC) of Aditmari police station Saiful Islam said. He was rushed to nearby Aditmari Upazila Health Complex (AUHC) where the attending physician declared him dead. The victim was AFM Golam Kibria Adil, 33, a medical officer of the Directorate General of Health Services (DGHS) and son of Amjad Hossain of village Khatapara in Aditmari upazila of Lalmonirhat district. “Adil was completing Doctor of Medicine (MD) courses (Internal Medicine) on deputation at Dhaka Medical College Hospital (DMCH),” the OC said, adding that he recently came to his hometown Lalmonirhat. Assistant director (Health) for Rangpur division ZA Siddiqui said Adil was returning to their residence in Lalmonirhat town after meeting his colleagues at AUHC in Aditmari upazila town when the accident occurred.","[('Burirbazar', 'LOC'), ('Burimari', 'GPE'), ('Aditmari', 'GPE'), ('Lalmonirhat', 'GPE'), ('Thursday', 'DATE'), ('afternoon', 'TIME'), ('BSS', 'ORG'), ('3:30 pm', 'TIME'), ('Aditmari', 'GPE'), ('Saiful Islam', 'PERSON'), ('Aditmari Upazila Health Complex', 'FAC'), ('Golam Kibria Adil', 'PERSON'), ('33', 'DATE'), ('the Directorate General of Health Services', 'ORG'), ('DGHS', 'ORG'), ('Amjad Hossain', 'PERSON'), ('Khatapara', 'GPE'), ('Aditmari', 'GPE'), ('Lalmonirhat', 'GPE'), ('Dhaka Medical College Hospital', 'ORG'), ('DMCH', 'ORG'), ('Lalmonirhat', 'GPE'), ('Rangpur', 'GPE'), ('ZA Siddiqui', 'PERSON'), ('Adil', 'PERSON'), ('Lalmonirhat', 'GPE'), ('AUHC', 'ORG'), ('Aditmari', 'GPE')]"
Road accident kills 4 in Rangpur,"Four transport workers were killed and another was injured in a road accident at Anantapur point on the Taraganj-Burirhat road in Taraganj upazila of Rangpur district on Wednesday. The deceased is Anil Chandra, 60, of Dorjipara village and Khoyrat Hossain, 55, of Kishoreganj upazila in Nilphamari, Abu Bakar Siddique, 52, and Farhad Hossain, 28, Kursha Dolapara in Taraganj upazila of Rangpur, reports news agency UNB. The accident took place when a iron rod-laden truck overturned and fell down into a roadside ditch there at noon, killing four transport workers on the spot and injuring another, said Zinnat Ali, officer-in-charge of Taraganj police station. On information, police rushed to the spot, recovered the bodies. “Driver and helper of the truck fled from the scene,” said the OC said, adding that they seized the truck. A case was filed in this connection with Taraganj police station. According to Bangladesh Jatri Kalyan Samity, a passengers’ welfare platform, 8,543 people were killed and 14,318 others injured in 6,210 road, railway and waterway accidents across the country in 2019.","[('Four', 'CARDINAL'), ('Anantapur', 'GPE'), ('Taraganj', 'GPE'), ('Taraganj', 'GPE'), ('Rangpur', 'GPE'), ('Wednesday', 'DATE'), ('Anil Chandra', 'PERSON'), ('60', 'DATE'), ('Dorjipara', 'GPE'), ('Khoyrat Hossain', 'PERSON'), ('55', 'DATE'), ('Kishoreganj', 'GPE'), ('Nilphamari', 'GPE'), ('Abu Bakar Siddique', 'PERSON'), ('52', 'DATE'), ('Farhad Hossain', 'PERSON'), ('28', 'DATE'), ('Kursha Dolapara', 'GPE'), ('Taraganj', 'GPE'), ('Rangpur', 'GPE'), ('UNB', 'ORG'), ('noon', 'TIME'), ('four', 'CARDINAL'), ('Zinnat Ali', 'PERSON'), ('Taraganj', 'GPE'), ('Taraganj', 'GPE'), ('Bangladesh', 'GPE'), ('8,543', 'CARDINAL'), ('14,318', 'CARDINAL'), ('6,210', 'CARDINAL'), ('2019', 'DATE')]"
Two BGB men killed in road accident,"Two members of Border Guard Bangladesh (BGB) were killed and 10 others injured as their vehicle collided head-on with a truck on Rajshahi-Chapainawabganj highway in Sarangpur of Godagari upazila in Rajshahi Saturday morning, reports BSS. The deceased BGB men were identified as corporal Abu Sayeed, 35, and lance corporal Abdul Bari, 40, said Godagari police station officer-in-charge Khairul Islam. The injured persons were admitted to Rajshahi Medical College Hospital (RMCH) for treatment, said Saiful Islam, deputy director of the hospital. OC Khairul Islam said the accident took place when some 21 BGB men from 53 Battalion in Chapainawabganj and 59 Battalion in Rohanpur were being taken to Rajshahi sector headquarters for training about 7.40am. Abdul Bari was killed on the spot while Abu Sayeed succumbed to his injuries at the RMCH, he added. Meanwhile, both the driver and helper of the truck managed to escape soon after the accident.","[('Two', 'CARDINAL'), ('Border Guard Bangladesh', 'ORG'), ('BGB', 'ORG'), ('10', 'CARDINAL'), ('Rajshahi', 'GPE'), ('Sarangpur', 'GPE'), ('Godagari', 'GPE'), ('Rajshahi', 'GPE'), ('Saturday', 'DATE'), ('morning', 'TIME'), ('BSS', 'ORG'), ('BGB', 'ORG'), ('Abu Sayeed', 'PERSON'), ('35', 'DATE'), ('Abdul Bari', 'PERSON'), ('40', 'DATE'), ('Godagari', 'GPE'), ('Khairul Islam', 'PERSON'), ('Rajshahi Medical College Hospital', 'ORG'), ('Saiful Islam', 'PERSON'), ('Khairul Islam', 'PERSON'), ('21', 'CARDINAL'), ('BGB', 'ORG'), ('53 Battalion', 'ORG'), ('Chapainawabganj', 'GPE'), ('59 Battalion in', 'ORG'), ('Rohanpur', 'GPE'), ('Rajshahi', 'GPE'), ('about 7.40am', 'TIME'), ('Abdul Bari', 'PERSON'), ('Abu Sayeed', 'PERSON'), ('RMCH', 'ORG')]"
