,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
116,116,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/six-killed-in-tangail-road-crash/46522,Six killed in Tangail road crash,"March 09, 2020","Six people were killed in a road accident in Hossain market Bottola area in Mirzapur upazila on Monday. The deceased were identified as Sunam Uddin, 60, his grandson Mashraf Islam, 10, Hridoy Hossain, 20, Hafiz Uddin, 60, his daughter Renu Aktar, 25, and auto-rickshaw driver Jakir Hossain, 35. Sub-inspector Rafikul Islam, in-charge of Dewhata Police out-post said when a Sakhipur-bound CNG-run auto-rickshaw overturned on the road after being hit by a Goran-bound private car a sand-laden truck rammed it, killing three of its passengers on the spot. Two injured passengers and the auto-rickshaw driver succumbed to their injuries at Kumudini Women's Medical College Hospital, he said. Police seized the private car and the truck but their drivers managed to flee, said the SI."
117,117,,,,,,,,,,,https://unb.com.bd/category/World/fuel-tanker-collides-with-two-buses-in-syria-kills-30/46393,"Fuel tanker collides with two buses in Syria, kills 30","March 08, 2020","SANA said the accident happened on the Damascus-Homs road in the Baghdad Bridge area, adding that a number of other people were injured.No details were immediately available and it was not immediately clear what caused the collision. The war-devastated country marks nine years of conflict next week. It has ravaged the country's economy and infrastructure."
118,118,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/woman-killed-in-dhaka-road-accident/46383,Woman killed in Dhaka road accident,"March 08, 2020","The deceased was identified as Maksuda Begum, 35. The injured are Abdul Hamid, 20, Billal Hossain, 17, Rosul, 15, Arif, 20, and Tiya Khatun, 35.Witnesses said the incident took place around 8pm when a trainee was driving the covered van with the help of the driver.At one stage, the trainee lost control over the steering on the road adjacent to Bangladesh Institute of Administration and Management (BIAM) building and ran over the victims who were passing the road.Bystanders rescued them and took them to Dhaka Medical College Hospital where Maksuda was pronounced dead, Inspector Bachchu Mia of DMCH police outpost said, adding that the body has been kept at the hospital morgue."
119,119,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/bus-helper-killed-in-sirajganj-road-crash/46320,Bus helper killed in Sirajganj road crash,"March 07, 2020","The identity of the deceased couldn’t be known yet.Sayed Shahid Alam, officer-in-charge (acting) of Bangabandhu Bridge East Police Station, said the truck collided with a Dhaka-bound bus around 8 am, leaving the bus helper dead on the spot and 13 others injured.The injured were taken to Sheikh Fazilatunnesa Mujib 250 Bed General Hospital for treatment."
120,120,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/noakhali-road-crash-leaves-schoolteacher-daughter-dead/46041,"Noakhali road crash leaves schoolteacher, daughter dead","March 04, 2020","The deceased were identified as Poly Majumdar, 26, a teacher of Mir Alipur Govt Primary School and her two-year-old daughter Nidhi.The accident took place at Salim Miar Dokan around 9am when a covered van hit an auto-rickshaw carrying five people, including Poly and her two daughters, leaving Poly and Nidhi dead on the spot and three other passengers injured, said Harun-Or-Rashid, officer-in-charge of Begumganj Police Station.The injured were taken to the local hospital.Poly met the tragedy while going to her school with her daughters from her house in Chowmuhani by the auto-rickshaw."
121,121,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/constable-killed-in-brahmanbaria-road-crash/46039,Constable killed in Brahmanbaria road crash,"March 04, 2020","The deceased was identified as Syed Hossain, 58, son of Mir Ahmed of Rangunia upazila in Chattogram district.A team of three policemen, including Syed, was on patrol in Ashuganj Toll Plaza area.In the dead of night, a goods-laden truck hit Syed while crossing the road on foot, leaving him dead on the spot.The body was sent to a local hospital morgue for autopsy.END/UNB/Corr/MAS/AM 1022 HrsTags: Constable, road crash, killed, Ashuganj in Brahmanbaria"
122,122,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crash-kills-army-man-wife-and-friend-survive/46017,Road crash kills army man; wife and friend survive,"March 04, 2020","The deceased was identified as Achintaya Kumar Biswas, 35, while the injured are his wife Bashona Biswas,30, and wife’s friend Juthi, 29. The three of them were on the motorcycle.Mukul Hossain, SI of Gopalganj Sadar Police Station, informed that the accident occurred at Tetulia of Ulpur Union under Gopalganj Sadar Upazila on Gopalganj-Tekerhat road around 4 in the afternoon.The mishap occurred when Lance Corporal of Bangladesh Army Achintaya Kumar Biswas was going to village Aruakandi under Rajoir Upazila of Madaripur district along with his wife and wife’s friend.At this time, a speeding covered van coming from the opposite direction collided head on with the motorcycle killing the army member on the spot.Being informed, police rushed to the spot, recovered the body of the deceased and the injured and brought them to Gopalganj 250-bed General Hospital. The two seriously injured were admitted to the hospital.Son of Joydeb Biswas of village Kodombari under Rajoir Upazila of Madaripur district, Achintaya Kumar Biswas was working as Lance Corporal in Rangpur Cantonment.He came to his village home at Kodombari of Rajoir Upazila of Madaripur district on a two-month leave."
123,123,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-including-brac-bank-official-killed-in-jashore-road-crash/45735,"2, including Brac Bank official, killed in Jashore road crash","March 01, 2020","The deceased were identified as Taniya, 30, an employee of Brac Bank, Churamonkati branch and Hasan, 45, of Sadar upazila.Witnesses said a Jhenidah-bound truck hit the parked auto-rickshaw from behind around 10:30am leaving five passengers severely injured.Locals took them to Jashore General Hospital. Dr Enam Uddin said two of the injured had died before they were taken to the hospital.Moniruzzaman, officer-in-charge of Jashore Kotwali Police Station, said police seized the truck but the driver and his assistant managed to flee."
124,124,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/6-students-killed-in-netrokona-road-crash/45693,6 students killed in Netrokona road crash,"March 01, 2020","All those killed are students of Gauripur Hajee Amiruddin High School. Three of the deceased were identified as Arshadul, 14, Yasin, 8, and Hridoy, 17.Three of the injured are in critical condition, doctors saidNetrokona’s police chief Akbar Ali Munshi confirmed the casualties at a media briefing at 10pm.The accident took place around 9pm on Shamganj-Birishiri-Durgapur road at Kalapara market near Santipur village.Forty-five students from Hajee Amiruddin High School, and Shalihar-e-Motaleb Beg Dakhil Madrasa, who had appeared in this year’s Secondary School Certificate (SSC) and equivalent exams, had come to visit Bijoypur on two pickups from Gouripur.They were returning home when one of pickups collided with a truck. Arshadul, Yasin, and Hridoy were killed on the spot, police said.A senior police officer of the district said they feared the death toll might rise.Meanwhile, 15 people were killed in separate road accidents in several other districts on Saturday."
125,125,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-manikganj-road-crash/45634,Motorcyclist killed in Manikganj road crash,"February 29, 2020","The deceased was identified as Masud Rana Jibon, 25, son of Safiqul Islam of Kokchabadha village in sadar upazila and a supervisor of Bkash.Basudeb Sinha, in-charge of Barangail Highway Police, said that the accident took place around 10:30 am when the ‘Nilachal Paribahan’ bus hit Jibon’s motorcycle, leaving him dead on the spot.Police seized the bus but its driver managed to flee."
126,126,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crash-kills-education-officer-in-noakhali/45597,Road crash kills education officer in Noakhali,"February 28, 2020","The deceased was identified as Jasim Uddin Sheikh, primary education officer of Sadar upazila.Police and witnesses said the accident occurred around 11 am when a CNG-driven auto-rickshaw hit his rickshaw in front of Maijdee Girls Academy School. At that time, he fell from rickshaw and received serious head injuries.Locals first took him to 250-bed Noakhali General Hospital where doctors referred him to Dhaka. However, he died in Cumilla on the way to Dhaka."
127,127,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-jashore-road-crash/45591,Two killed in Jashore road crash,"February 28, 2020","The incident took place at Gaidghat Cold Storage area in the upazila at around 4 pm.The deceased were identified as Ful Banu Begum,65, wife of another deceased Mujibar Sikdar of Gaidghat Ghoppara of Bagharpara in Jashore and Al-Amin, 27, son of Abdul Latif of Horishpur Deadanga in Shalikha of Magura district.The injured Mehedi Hasan, 22, son of Ijaz Biswas of Harispur Deadanga, Ali Hamza, 29, son of Noor Ali of the same village, Masum Billah, 22, son of Kubad Ali and Limon Hossain, 20, son of Asken Mollah were in the truck.Witnesses said that a brick-laden truck coming from Jashore, hit intellectually disabled woman Ful Banu Begum killing her on the spot. Al-Amin, the driver of the truck, died when the truck lost control and dashed against a tree beside the road.Being informed, Khajura police out post in-charge SI Jumman Khan reached the spot, recovered the bodies and sent those to Jashore General Hospital.Later, the bodies were handed over to the victim's family.A case was filed in this connection. The killer truck is in police custody, SI said."
128,128,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-pabna-road-crash/45530,2 killed in Pabna road crash,"February 28, 2020","The deceased were identified as Abdul Hamid, 40 and Babu Hossain, 50 of the upazila.The accident took place around 5:30 am when the Hajirhat-bound truck hit the covered van, leaving Abdul Hamid dead on the spot and four others injured, said Sargent Aminul Islam, in-charge of Pabna highway police camp.The injured were taken to Pabna General Hospital where the doctors declared Babu dead."
