,Newspaper name,Date of Incident,Time of Incident,Incident type,Location,Deaths count,Injury count,Type of vehicle,Gender ,Links,Description text,Date of publishing,Full Text,Article Summary,Image links
103,The Daily Star,,,,,2,,,,https://www.thedailystar.net/frontpage/road-crash-kills-2-ssc-examinees-1530460,Road crash kills 2 SSC examinees,"12:00 AM, February 06, 2018 / LAST MODIFIED: 02:08 AM, February 06, 2018","The victims are Rakib Uddin, Mostafizur Rahman Azim and his father Abdul Momin, an army sergeant at Dinajpur cantonment. Family members and witnesses said Rakib, a student of Puthia PN High School, went to the local bus stand around 9:00am to go to his exam centre at Baneswar Islamia High School. The 16-year-old was having his English First Paper exam in an hour. At the bus stand, Rakib met his classmate and friend Mostafizur, who was heading for the same centre for the test on his father's motorcycle. Asked by Momin, Rakib too got onto the bike and they started their journey. The bike, however, had a head-on collision with a bus in Tarapur area on the Dhaka-Rajshahi highway, leaving Rakib and Mostafizur dead on the spot. The accident happened around 9:30am when the motorcycle was trying to overtake a CNG-run auto-rickshaw, said witnesses. Momin, 45, was declared dead after he was rushed to Puthia Health Complex, said Sub-inspector Habibur Rahman, in-charge of Paba Highway Police.  The bus fled. This correspondent visited Rakib's parents and found that they were struggling hard to come to terms with the tragic incident. “How could you leave us so early? How can we live without you,” wailed Rakib's mother Rabia Begum, who works as a maid, at their home in Puthia. Rakib's father Kabil Uddin, a day labourer, said his son wanted to be an army man and change their days by hard work. Talking to this correspondent, Karima Begum, Momin's niece, said, “My uncle was on a holiday. He used to take Mostafizur to the exam centre every day.” Mostafizur's mother Saher Banu was fainting repeatedly. The bodies were sent to Rajshahi Medical College Hospital morgue and then handed over to the families in the evening. The relatives and friends of the victims as well as the students and teachers of Puthia PN High School thronged the hospital. After yesterday's SSC exam ended around 1:00pm, the students from the school blocked the highway near Puthia for half an hour, demanding justice for the victims. They also demanded that they have their exam centres nearby their schools. The distance between Baneswar Islamia High School and Puthia PN High School is about 12 kilometres. Last night, Mohidul Islam, Momin's nephew, filed a case with Puthia Police Station over the accident. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_crash_4.jpg?itok=itwMnCAl&c=76a312997fb198dc71d35f0940f0b95b
104,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/2-ssc-examinees-among-3-killed-rajshahi-road-crash-1530163,2 SSC examinees among 3 killed in Rajshahi road crash,"11:17 AM, February 05, 2018 / LAST MODIFIED: 11:20 AM, February 05, 2018","Among the deceased, two were identified as Rakibul Islam, 16, and Mustafizur Rahman, 17, SSC examinees from Puthia PN High School. The accident took place when a Natore-bound truck hit the motorbike, carrying the SSC examinees, in the area around 9:30am, leaving three of them dead on the spot, said Sayedur Rahman, officer-in-charge of Puthia Police Station. On information, police and fire service rushed to the spot and started rescue operation. ","Three people, including two SSC examinees, were killed in a road accident at Tarapur in Puthia upazila of Rajshahi this morning.",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_15.jpg?itok=mXwD2BDo&c=fbd851d5251cd72546ed6183ab0b9ce4
105,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/3-killed-gazipur-road-crash-1527847,4 killed in Gazipur road crashes,"10:36 AM, January 31, 2018 / LAST MODIFIED: 11:22 AM, January 31, 2018","Among the deceased, three were identified as Abdul Halim and Jamal Uddin, poultry traders and Mofiz Uddin, a sales representative of Akij group. In Sreepur, the accident took place around 7:00am when a pickup van overturned on the highway as its driver lost control over the steering, leaving the three people dead on spot and two others injured, said Delwar Hossain, officer-in-charge of Mawna Highway Police Station. The injured were admitted to a local clinic, the OC added. In Tongi, an 'Anabil Paribahan' bus hits Mofiz while he was crossing the road at Tongi around 8:00am, leaving him dead on the spot, said Firoz Talukdar, officer-in-charge of Tongi Model Police Station. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident-final.jpg?itok=GRXjWcNK&c=fbd851d5251cd72546ed6183ab0b9ce4
106,The Daily Star,,,,,,,,,https://www.thedailystar.net/world/southeast-asia/cockroach-car-causes-woman-crash-bridge-singapore-1526728,"Cockroach in car gives woman a fright, causing her to crash into overhead bridge","10:38 AM, January 29, 2018 / LAST MODIFIED: 10:59 AM, January 29, 2018","The sight of a cockroach crawling in her car gave a 61-year-old woman such a fright that she crashed into one end of an overhead bridge in Jurong East Central of Singapore last Friday. In photos of the aftermath shared on Facebook, the red Mazda is seen mounted on the pavement. Its front bumper appeared to be heavily damaged after hitting the railing at the base of the bridge's staircase. The police said they were alerted to the accident involving a car in Jurong East Central, towards Science Centre Road, around 7:30am. The woman was conscious when taken to Ng Teng Fong General Hospital. The Straits Times understands that the woman, who was alone in the car, had minor injuries. It is believed that she was driving along the road when she got a shock at seeing a cockroach in the car. She then lost control of her vehicle and swerved in the direction of the overhead bridge. Her son arrived at the scene shortly after the accident. Police investigations are ongoing.  ",The sight of a cockroach crawling in her car gave a 61-year-old woman such a fright that she crashed into one end of an overhead bridge in Jurong East Central of Singapore last Friday.,None
107,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/2-die-as-bus-rams-motorcycle-in-chittagong-1525858,2 die as bus rams motorcycle in Ctg,"11:05 AM, January 27, 2018 / LAST MODIFIED: 11:16 AM, January 27, 2018","Two people were killed when a bus rammed their motorcycle in Patiya upazila of Chittagong early today. The deceased were identified as Mozzamel Huq and Mahbub Alam, reports our Chittagong correspondent. Rezaul Karim, inspector (investigation) of Patiya Police Station, told The Daily Star that the accident took place around 9:00am, leaving the two motor riders dead on the spot. ",Two people were killed when a bus rammed their motorcycle in Patiya upazila of Chittagong early today.,None
108,The Daily Star,,,,,1,,,,https://www.thedailystar.net/city/elderly-run-over-while-trying-board-bus-road-accident-in-dhaka-bangladesh-1517320,Elderly run over while trying to board bus in Dhaka,"03:59 PM, January 09, 2018 / LAST MODIFIED: 04:36 PM, January 09, 2018","The incident took place around 12:30pm when Mesbah Uddin, 60, was trying to board a bus of Manjil Paribahan in Shantinagar, said Ramna Police Station Assistant Sub-Inspector Masud Jamaddar. Critically injured, the elderly was rushed to Dhaka Medical College Hospital, where doctors declared him dead. The bus has been seized by law enforcers after the incident. Primary details suggest, Mesbah was a resident of Shantinagar and hailing from Kurigram. ",None,None
109,The Daily Star,,,,,5,,,,https://www.thedailystar.net/country/bangladesh-road-accident-kills-5-in-sirajganj-1512865,Road crash kills 5 in Sirajganj ,"03:17 PM, December 31, 2017 / LAST MODIFIED: 03:50 PM, December 31, 2017","The deceased are Abdur Razzak, 45, Sirajul Islam, 32, Touhidur Rahman, 28, Arifa Begum, 26, and Shamim Hossain, 34, hailed from different villages of Santhia upazila of Sirajganj, reports our Pabna Correspondent.
Officer-in-charge of Shahjadpur Police Station Khaza Golam Kibria said a Dhaka-bound bus of “Esha Paribahan” rammed the three-wheeler on Baghabari bridge around 12.30pm.
Two auto-rickshaw passengers died on the spot while three others died on way to local upazila health complex, the OC said. 
Police seized the bus but its driver managed to flee the scene, he added.   ",None,None
110,The Daily Star,,,,,20,,,,https://www.thedailystar.net/world/20-dead-philippines-road-crash-way-christmas-day-mass-1510117,20 dead in Philippines bus crash on way to Christmas mass,"01:01 PM, December 25, 2017 / LAST MODIFIED: 01:07 PM, December 25, 2017","A small bus taking an extended family to a dawn church service crashed into a larger bus in the town of Agoo, 200 kilometres (125 miles) north of Manila, killing 20 on board, Agoo police said. The nine other occupants of the small bus were injured, as were 15 travelling on the bigger bus, police said. ""They were trying to catch a mass in Manaoag,"" police officer Vanessa Abubo told AFP, referring to a nearby town with a famous Catholic church. The centuries-old Our Lady of Manaoag church is a popular pilgrimage site in the mainly Catholic nation, featuring an icon of the Virgin Mary which the faithful say performs miracles. Agoo police chief Roy Villanueva told Manila radio station DZMM by telephone that the smaller vehicle had left its lane to overtake a third vehicle. Authorities are investigating whether the driver, who Abubo said was among those killed, had fallen asleep or was under the influence, Villanueva added. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/philippines-road-crash.jpg?itok=EpMb0Zjp&c=7b2befc472f9e6918a17ec2cef3b3d23
111,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/4-killed-comilla-road-crash-1503400,4 killed in Comilla road crash,"02:28 PM, December 11, 2017 / LAST MODIFIED: 02:35 PM, December 11, 2017","Three of the deceased -- Abu Hanif, 6, Sahabuddin, 35, and Nurul Hasan Rifat, 29, -- are from Lohagora upazila while Amzad Hossein, 23, hailed from Satkania of Chittagong, our correspondent reports quoting Officer-in-Charge of Daudkandi Highway Police Station Abul Kalam Azad. The Chittagong-bound bus of Saudia Poribohon dashed the roadside tree around 2:00am due to poor visibility caused by dense of fog, the OC said. The driver managed to flee the scene. The injured were admitted to Daudkandi Upazila Health Complex from where they were shifted to Comilla Medical College Hospital.
  ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_1.jpg?itok=rFEgrR5P&c=fbd851d5251cd72546ed6183ab0b9ce4
112,The Daily Star,,,,,7,,,,https://www.thedailystar.net/country/bangladesh-six-people-dead-bus-runs-parked-trucks-gopalganj-1499170,7 dead as bus runs into truck in Gopalganj,"09:04 PM, December 01, 2017 / LAST MODIFIED: 09:31 PM, December 01, 2017","Two of the deceased were identified as Yunus Khan, 45, a khadem of a mosque of Dhaka Sadarghat area, and M Mahi, 12, son of Syeed Morol of Fakirhat of Bagerhat district, Md Selim Reza, officer-in-charge of Gopalganj Sadar Police, told our Faridpur correspondent. The incident took place around 7:30am on Dhaka-Khulna highway in Betgram area, he said. The truck, laden with logs, was parked by the roadside when the driver of the passenger bus lost control and drove into the truck, killing six people on the spot and 20 others injured, the OC said. The injured were taken to Gopalganj Sadar Health Complex where doctors declared another dead, added the police official. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident_1.jpg?itok=3mAmweE1&c=fbd851d5251cd72546ed6183ab0b9ce4
113,The Daily Star,,,,,1,,,,https://www.thedailystar.net/backpage/ansar-man-killed-road-accident-1487953,Ansar man killed in road accident,"12:00 AM, November 08, 2017 / LAST MODIFIED: 03:14 AM, November 08, 2017","An Ansar member was killed in a road accident near bridge-15 of the port city's airport area yesterday afternoon. Deceased Abu Taher, 22, was deployed at Shah Amanat International Airport, said police officials at the Chittagong Medical College Hospital (CMCH) police outpost. A truck had hit Taher from the behind around 4:30pm. He was rushed to the hospital where doctors declared him dead, said Assistant Sub-Inspector (ASI) Ismael Hossain of Patenga Police Station.    ",None,None
