Newspaper Name,Published date,Header,Article,Newspaper Link
New Age BD,"May 18,2021",3 teenagers killed as microbus hits motorcycle,"The deceased were Raufur Rahim, Turja Jamaddar and Sun, all aged 17, said police.Narail superintendent of police Probir Kumar Roy told journalists that the motorcycle riders were friends and students of Narail Government Boys School and they had not worn helmets at the time of the incident.Raufur, Turja and Sun went to visit the under-construction Padma Bridge in the morning and met with the accident on their way back home in Narail, said police and family members.The crash with the microbus lef Raufur and Turja dead on the spot and Sun, who was critically injured, succumbed to his injuries on the way to Gopalgonj General Hospital, said police.Following a funeral prayer on the premises of Narail Government Boys School, the boys were buried at Narail municipal graveyard.More about:",https://www.newagebd.net/article/138164/3-teenagers-killed-as-microbus-hits-motorcycle
New Age BD,"May 17,2021"," Man killed, two other injured in Kishoreganj accident ",Police are yet to identify the victims.Police and local people said that the Mithamoin-bound private car collided head-on with two Itna-bound motorcycles near Dhaka Bridge and Mamudpur area of Mithamoin at about 6:00pm.One of the motorcyclists died on the spot and the other two sustained severe injuries.Officer-in-charge of Mithamoin police station Md Zakir Rabbani said that they recovered the body and sent the injured to Mithamoin Upazila Health Complex.More about:,https://www.newagebd.net/article/138013/man-killed-two-other-injured-in-kishoreganj-accident
New Age BD,"May 16,2021"," Minor boy, his mother killed in Sylhet road accident ","The deceased were identified as Beauty Roy, 25, wife of Gopesh Roy, of Nabiganj upazila in Habiganj, and her son Rupak Roy, 2, police said.Locals said that the accident took place at about 1:45pm when a Dhaka-bound bus collided head-on with a Sylhet-bound private car on the Dhaka-Sylhet highway at Satmail near Lalabazar of Dakshin Surma upazila in Sylhet.Seven people, including the private car driver and its passengers, were injured in the accident.Dakshin Surma police officer-in-charge Monirul Islam said that the woman and her minor boy died on the spot.The injured were sent to Sylhet Osmani Medical College Hospital after rescued them from the spot in critical condition, he said, adding that the bodies were sent to the hospital morgue for post-mortem examination.More about:",https://www.newagebd.net/article/138000/minor-boy-his-mother-killed-in-sylhet-road-accident
New Age BD,"May 15,2021"," Two killed, 15 injured in Tangail road accident ","Identities of the deceased could not be known immediately.Officer in charge of Bangabandhu Setu east police station Md Shafiqul Islam said that accident took the place when the driver of a Bogura-bound bus lost control over the steering and fell into a roadside ditch while overtaking another bus on the highway at around noon.The accident left one dead on the spot and 16 others injured, he said.He said that the injured ones were rushed to Tangail General Hospital where another died while undergoing treatment.More about:",https://www.newagebd.net/article/137915/two-killed-15-injured-in-tangail-road-accident
New Age BD,"May 15,2021"," At least three killed, seven injured in C’nawabganj road accident ","The deceased were identified as Rezaul Karim, son of Yunus Ali, Tosiqul Islam, son of Tajemul, and Alauddin Haque, son of Nazrul Islam of Gomostapur upazila.The accident occurred at Dhansuramor around 9:30am when the Nachole-bound truck carrying paddy hit the e-rickshaw coming from the opposite direction.The impact of the collision was such that the e-rickshaw overturned, and Rezaul, Tosiqul and Alauddin died on the spot.Cops were alerted by passersby and a team from the local police station and fire station rushed to the spot and sent the injured to Nachole Upazila Health Complex.Five of the injured have been shifted to Rajshahi Medical College and Hospital as their condition is said to be critical, police said.A probe has been ordered into the accident, an official said.More about:",https://www.newagebd.net/article/137913/at-least-three-killed-seven-injured-in-cnawabganj-road-accident
New Age BD,"May 11,2021",Motorcyclist killed in Dhaka road crash,"The deceased is Mohammad Kamrul Hasan, 28, an employee of Fareast Islamic Life Insurance Company.He was sent to the emergency unit of Dhaka Medical College Hospital in a critical condition and was pronounced dead by a doctor.Sub-inspector of Jatrabari police station Mohammad Masudul said Hasan’s motorcycle collided with a covered van when he was returning home after shopping and then a lorry hit the vehicle, leaving him critically injured.The body has been kept in the DMCH morgue for an autopsy, he added.More about:",https://www.newagebd.net/article/137737/motorcyclist-killed-in-dhaka-road-crash
New Age BD,"May 10,2021",3 killed in Chattogram road accident,"At least three people were killed and four others injured in a road accident at Banshkhali in Chattogram on Monday.The deceased are Abdur Rahim, 25, Sanjida Islam Priya, 22, and Yamoni, 3, said Md Shafiul Kabir, officer-in-charge of Banshkhali police station.A cement-laden lorry hit a CNG-run auto-rickshaw from the rear at Boilgoan in Banshkhali at about 11:00am, leaving the three dead and four others injured on the spot, he said.The injured — Md Jashim Uddin, 28, Md Mahin, 22, Md Ayub, 25 and Md Arman, 28, — were undergoing treatment at Chattogram Medical College Hospital, said assistant sub-inspector Shilabrata Barua of the hospital police outpost.The two vehicles were seized and a case was under processing, said Shafiul.More about:",https://www.newagebd.net/article/137638/3-killed-in-chattogram-road-accident
New Age BD,"May 08,2021"," 4 killed, 7 injured in two road accidents ","Khalilur Rahman, officer-in-charge of Godagari police station, said the identity of the deceased could not be known immediately and the wounded were rushed to Godagari Upazila Health Complex for treatment.‘The accident occurred when a Godagari-bound truck from Amnura ran over the people as they were crossing the road at about 10:30am,’ the OC said, adding that police seized the truck but its driver and helper managed to escape just after the accident.On the other hand, two other pedestrians including a schoolteacher were killed when a bus knocked them down in the Judge Court area of Natore district town Saturday morning.Jahangir Alam, officer-in-charge of Natore sadar police station, said the accident occurred when the Khulna-bound bus from Bogura turned turtle at about 6:30am as its driver lost control over the steering.The two persons including school teacher Asit Kumar, son of Anil Kumar of Hatiandaha area in Singra upazila, fell prey to the accident while they were walking in the morning.Asit Kumar succumbed to his injuries on the way to Rajshahi Medical College Hospital, the OC said.Identity of another deceased could not be known immediately, he added.More about:",https://www.newagebd.net/article/137473/4-killed-7-injured-in-two-road-accidents
New Age BD,"May 04,2021",Meherpur road accident kills elderly couple,"The deceased were Farha Khatun, 60, and Abdus Sattar, 68, of Komorpur village of Mujibnagar upazila.Witnesses said accident took place when a microbus hit a tree after its driver lost control over the steering.Shantarul, son of the deceased, said that his mother Farha Khatun had been suffering from cancer.He and some of his relatives were returning home in the microbus from Rajshahi where his mother was undergoing treatment.Locals rescued the injured and took them to Meherpur General Hospitalwhere  doctors pronounced Farha Khatun dead.Among the injured, Abdus Sattar died on the way to Rajshahi Medical College Hospital.Meherpur Sadar Police Station OC Shah Dara said a case was filed. More about:",https://www.newagebd.net/article/137079/meherpur-road-accident-kills-elderly-couple
New Age BD,"May 04,2021",Three killed in Sylhet road accident,"The deceased were Ashik Ahmad, 30, of village Gachhbari Nayagram at Kanaighat, Sultan Ahmad, 30, of the same village, and auto-mobile workshop worker Suhel Ahmed, 30, of Golapganj upazila in the district, police said.Jaintapur police inspector (investigation) Omar Faruk told New Age that a Sylhet-bound truck ran over five youths who were talking among themselves standing in front of an auto-rickshaw repairing shop along the highway at Darbast under Jaintapur at about 12:30am, leaving them critically injured.He said that three of the victims died on the spot immediately after the incident while the injured two were sent to Sylhet Osmani Medical College Hospital in critical condition.‘The speeding truck also crushed a motorcycle parked on the highway even after running over the victims,’ the officer said.The police seized the truck from the spot but could not arrest the driver as he fled the scene immediately after the incident, he added.He also said that the victims’ bodies were handed over to their families in the afternoon after completion of postmortem examinations at the hospital.Earlier on Sunday early morning, five people, including four of a family, were killed and two others were injured when a Jaflong-bound truck smashed into a CNG-run auto-rickshaw near Ferryghat at Jaintapur Bazar.More about:",https://www.newagebd.net/article/137038/three-killed-in-sylhet-road-accident
